destination,passanger,weather,temperature,time,map,coupon,expiration,gender,age,maritalStatus,Childrennumber,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,NAC2,Carry out & Take away,1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,NAC2,Restaurant(<20),2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,NAC2,Bar,1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,NAC1,Restaurant(<20),1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,NAC2,Restaurant(<20),1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,NAC2,Coffee House,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,BCA1,Bar,1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,BAC2,Restaurant(20-50),1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BAC1,Coffee House,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,CBA2,Bar,1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BAC2,Restaurant(20-50),1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Carry out & Take away,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,BAC1,Restaurant(<20),1d,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,BAC2,Coffee House,2h,Female,26,Married partner,1,Some college; no degree,Unemployed,$62500 - $74999,NA,never,less1,gt8,4~8,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,NAC1,Restaurant(<20),1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Bar,1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,NAC1,Coffee House,1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Restaurant(<20),1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,NAC1,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,NAC2,Carry out & Take away,1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,NAC1,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
Home,Alone,Sunny,55,6PM,BCA1,Bar,1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BAC2,Restaurant(20-50),1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,BAC1,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,CBA2,Bar,1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,BAC2,Restaurant(20-50),1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,BCA1,Carry out & Take away,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,BAC1,Restaurant(<20),1d,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,BAC2,Coffee House,2h,Male,26,Single,0,Some college; no degree,Healthcare Support,$37500 - $49999,NA,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,NAC1,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC1,Coffee House,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,NAC1,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,NAC2,Carry out & Take away,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,BAC1,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CBA2,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,BAC2,Restaurant(20-50),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,BCA1,Carry out & Take away,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,BAC1,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,2PM,NAC1,Restaurant(<20),1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Bar,1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC1,Coffee House,1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Restaurant(<20),1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,NAC1,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,NAC2,Carry out & Take away,1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,NAC1,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
Home,Alone,Sunny,55,6PM,BCA1,Bar,1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BAC2,Restaurant(20-50),1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BAC1,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,CBA2,Bar,1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BAC2,Restaurant(20-50),1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,BCA1,Carry out & Take away,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,BAC1,Restaurant(<20),1d,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,BAC2,Coffee House,2h,Male,21,Single,0,Some college; no degree,Sales & Related,$100000 or More,NA,less1,never,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,NAC1,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,NAC2,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,NAC1,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,NAC1,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,NAC1,Bar,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,NAC2,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,NAC1,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,NAC2,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,BCA1,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BAC2,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,BAC1,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA2,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,BAC2,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,BCA1,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,BAC1,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,BAC2,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,NA,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,NAC1,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC1,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,NAC1,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,NAC1,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,NAC2,Carry out & Take away,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,NAC1,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,55,6PM,BCA1,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,BAC2,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,BAC1,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CBA1,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,CBA2,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,BAC2,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,BCA1,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,BAC1,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,BAC2,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,NAC1,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters Doctorate etc.),Unemployed,$62500 - $74999,NA,never,less1,1~3,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC1,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters Doctorate etc.),Unemployed,$62500 - $74999,NA,never,less1,1~3,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,NAC2,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters Doctorate etc.),Unemployed,$62500 - $74999,NA,never,less1,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters Doctorate etc.),Unemployed,$62500 - $74999,NA,never,less1,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,NAC2,Coffee House,1d,Female,31,Married partner,1,Graduate degree (Masters Doctorate etc.),Unemployed,$62500 - $74999,NA,never,less1,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,NAC2,Restaurant(<20),2h,Female,31,Married partner,1,Graduate degree (Masters Doctorate etc.),Unemployed,$62500 - $74999,NA,never,less1,1~3,less1,less1,1,1,0,0,1,1
